node_id,tier,region,x,y,capacity,cost_factor,risk_level,reliability
31,1,China 2,120.58824169580528,46.77029296357948,530.750417772731,0.95,0.3350102883524437,0.932032599624239
32,1,China 1,87.6512483634916,38.98113690442625,639.7878357314478,0.98,0.2882870239026865,0.9180551164281586
33,1,China 2,114.02388998343262,38.82206820457338,801.0236917147487,0.93,0.282546362818213,0.9039588855746596
34,1,China 1,93.81906083550416,31.17566338669588,637.9364677929906,1.02,0.2275687214029099,0.9130660804594172
35,1,India,82.23806138664212,20.81719522727558,801.3945089504466,0.99,0.2981874257018715,0.8758656874903012
36,1,India,75.90187254540264,33.941809438764466,551.9794166064517,0.93,0.3514303883533461,0.7717446267786544
37,1,India,76.11124283519023,21.295366576136765,708.8936700842061,1.03,0.0791008223450796,0.9193417207866528
38,1,India,78.06602627965012,29.276320012520568,961.6061630516252,1.05,0.3228535400835133,0.9703926135583536
39,1,China 2,104.42383953227778,25.57904750329231,554.8383406450783,0.97,0.2401240194133286,0.861167132094558
40,1,China 2,110.15731740935377,40.20591519405088,762.9351513843092,0.96,0.1970011135785485,0.9349908559015758
41,1,China 2,114.66226448580908,24.28418065813976,731.039127892489,0.86,0.01,0.8462275336325707
42,1,India,94.44234709923394,25.06047994498331,362.2697521018195,0.95,0.11196486763457,0.8250321934105262
43,1,India,76.3215418209403,9.892037708372918,611.6544180293981,0.96,0.4198058992247251,0.9485657761287069
44,1,India,83.35308952779435,27.078964576080985,869.6727857958983,0.99,0.1811451467536445,0.7301544699133208
45,1,China 1,88.68548527697767,30.136481495565835,720.2616508727048,0.96,0.1415231228746918,0.924612727789674
46,1,China 2,89.12213726423147,36.67030980396203,518.1596555655905,0.99,0.2043574043856407,0.9423879208112512
47,1,India,82.82830620212889,24.40348460559589,803.6165909373465,1.07,0.1754852778141406,0.9149934160873928
48,1,China 1,120.06036686048134,37.13572474026786,628.1315582028471,0.94,0.2624358632618915,0.9086244956979525
49,1,India,94.92871936860784,28.736273835069795,754.0076092121255,0.94,0.4016973678246611,0.8619601694044919
50,1,China 2,88.78740248415045,31.782795546706588,756.5380171656446,0.89,0.1913384049147786,0.8585446245930712
51,1,India,76.35990028079623,26.069918104176555,532.195659828164,0.97,0.2654290050551871,0.8841846232512958
52,1,China 1,93.56667816856518,44.79837804417068,818.4742052101448,1.04,0.1352762858759764,0.9176155926149552
53,1,China 2,100.1100021912948,40.23463442381344,548.8736798147236,0.87,0.4020166442206532,0.8921792367572388
54,1,China 2,86.30371911802474,41.1189406018529,504.132120048754,0.93,0.268904344241411,0.900816264353988
55,2,Netherlands,6.478154496307187,52.57099878271599,604.8572693889755,1.21,0.5043072819077332,0.9010838247404545
56,2,Netherlands,4.987821166542899,52.00768708699201,590.3953046977472,1.39,0.4098646954576533,0.8177583370421708
57,2,England,0.3666653478511907,52.97589179470424,667.7886327066577,1.12,0.2694011725150745,0.9232315575595624
58,2,China 2,123.86066069313549,40.8210048659947,426.6201872860187,1.18,0.1820250818547794,0.941630871981912
59,2,Netherlands,5.7945371891635045,53.358361042649136,296.54545365479487,1.23,0.4190446042197661,0.7520357855632609
60,2,United States 1,-88.6061137076899,45.92774687329947,512.2320961634504,1.22,0.2904590055181635,0.8983845083404671
61,2,Netherlands,5.543122501526174,52.52721834774553,553.4378654229969,1.36,0.3819257569023065,0.8895539602594609
62,2,Mexico,-104.0204431690124,21.54509382302969,619.2906166659968,1.37,0.1989906332658704,0.9256215244786368
63,2,China 2,114.63880948028591,29.968275765982757,510.92098758688144,1.16,0.3934570000824496,0.8333010586467227
64,2,Mexico,-87.04288873949434,21.247271314305856,528.0364783970343,1.19,0.2649065865877748,0.9729313003109596
65,2,Netherlands,4.36560187995533,52.30326491723214,689.9509223625446,1.1,0.4156243699480264,0.9780975115352404
66,2,England,-4.664090233536937,57.11564451236601,619.1916971519225,1.31,0.437571122839024,0.9443060440407428
67,2,Mexico,-115.0025407422274,29.878072983978026,483.5888793424252,1.3,0.3142656289542955,0.9648083564138008
68,2,Mexico,-100.59758911410196,25.846773711914004,426.3752812998055,1.23,0.319964515760702,0.9353783116306342
69,2,England,-1.496877324564622,54.85033247813475,419.3085919374933,1.3,0.4304772036637484,0.8796615690080387
70,2,United States 1,-80.97721774590303,41.09332824705238,617.4856674893888,1.3,0.4506746675559807,0.8661250521122398
71,2,Netherlands,5.117708393141879,51.88253981206499,438.6734731907628,1.13,0.3534644285253429,0.8621255933752583
72,2,England,-4.092907880909809,51.70229505865895,561.4174727924483,1.4,0.2873726591581832,0.9468412671495182
73,2,England,-0.8209239529085135,54.20224262932976,472.7843717612932,1.33,0.080706357889496,0.9252188948868872
74,2,China 2,103.63677319095775,40.8799406315072,638.2042919442862,1.17,0.1085930500469044,0.9124870704180892
75,3,Netherlands,6.558901927342619,53.33200241124988,144.54515003504656,1.63,0.2047901840557293,0.9309078872266846
76,3,United States 1,-73.3280634501898,42.64737344460613,102.03767257469671,1.45,0.3376279941819243,0.9432736768261942
77,3,Mexico,-101.42357942302948,27.068825242764422,280.6920765046749,1.71,0.3398161647109444,0.8675028129655089
78,3,Norway,6.54074788748163,60.68180835394715,161.41077479132068,1.53,0.2071917008884205,0.9092897139826778
79,3,India,68.77430737689602,24.026535602164422,286.38370802407485,1.64,0.1625256846623094,0.9419855898733202
80,3,Netherlands,6.6667113129886015,52.44505658885267,166.31371956759887,1.72,0.108652425904491,0.841897413789999
81,3,Netherlands,5.8680543422043225,51.25504462272884,106.6822943506956,1.44,0.0885499971166386,0.9470858401794346
82,3,Netherlands,6.446112880977431,53.27327188854876,268.52438851147696,1.72,0.2261512193338603,0.8217685578541929
83,3,Norway,20.10676800501652,80.03663028479143,198.60870222158425,1.75,0.1696123647666886,0.8448799411869523
84,3,India,74.93663033082713,14.629920973929137,315.8861268259561,1.51,0.4172626968825567,0.9089309039781792
85,3,England,-6.752743895867948,55.07811972975389,271.376006811027,1.64,0.2552683979225522,0.9241543061904246
86,3,Netherlands,5.856291539170144,53.3535677496966,181.6458696844963,1.43,0.0752065411073955,0.9771507484839173
87,3,Mexico,-114.76051864879724,30.03747253685706,164.0265918669621,1.94,0.3776856347959056,0.8979385277872812
88,3,Netherlands,5.859889505524597,50.9534533201368,201.86978746297987,1.75,0.2645539278475836,0.909655589857158
89,3,India,92.06154272695328,24.35769621769188,215.21680142873515,1.67,0.3134481532335795,0.8542008923503235
90,3,India,79.2413962217462,10.263586845825513,129.4601178614553,1.68,0.3113831299150069,0.8736511763777349
91,3,England,-4.393645532554221,52.80310288887839,267.35516584196614,1.87,0.2766900910557885,0.9740512114524492
92,3,Mexico,-100.82032473747304,20.10171795198813,168.2109206551682,1.69,0.2971008367391089,0.8375267381583213
93,3,Mexico,-102.26183404660712,19.510778392445356,166.15778038773502,1.75,0.2714884604556735,0.8279940785980525
94,3,Mexico,-103.30928418913706,28.51745932120473,156.74493301019976,1.93,0.1504252684631106,0.9292157117778704
95,3,Netherlands,5.677500050717461,52.64571157789436,218.4813813874697,1.65,0.2830058978328226,0.8708577858702283
96,3,Netherlands,4.856910943620852,52.56364172086277,144.6357918623316,1.54,0.3421514954493286,0.8909451642641761
97,3,Mexico,-88.37309612413301,18.98728156594076,210.79760879922355,1.58,0.2310949228618763,0.8482531993323882
98,3,India,83.41202263296503,21.447124061045887,421.3282456881497,1.91,0.299617199626278,0.9553831798373612
99,3,England,-3.267020947781126,54.72381980085687,195.71124319429265,1.71,0.2877630230678256,0.95154953586599
